uid,id.orig_p,id.resp_p,version,mode,stratum,poll,precision,root_delay,root_disp,ref_id,ref_time,org_time,rec_time,xmt_time,num_exts,device
CN4vUe1xUe915zw21,123,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0,EdnetGateway
CN4vUe1xUe915zw21,123,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0,EdnetGateway
CEjY5S2SlTZmIsoZC3,44542,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2014-07-01 00:02:05.629580975,0,D-LinkCam
CEjY5S2SlTZmIsoZC3,44542,123,3,4,2,32,2e-06,0.009033,0.04657,128.59.0.245,2016-04-15 14:35:14.461775064,2014-07-01 00:02:05.629580975,2016-04-15 15:08:42.782625914,2016-04-15 15:08:42.782676935,0,D-LinkCam
CSWT1C4ZyVVfAtrQu6,3073,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:44.923912048,0,WeMoLink
Ck0k2n1c4HpFgjF6Yf,3073,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:44.959213018,0,WeMoLink
Ck0k2n1c4HpFgjF6Yf,3073,123,3,4,2,16,0.0,0.000595,0.001999,130.149.17.21,2016-09-09 14:05:54.739898920,2000-01-01 00:01:44.959213018,2016-09-09 14:06:29.265505074,2016-09-09 14:06:29.265518904,0,WeMoLink
CSWT1C4ZyVVfAtrQu6,3073,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:48.188655019,0,WeMoLink
CdAWZ02hyQU8UG4tMi,3074,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:49.224431992,0,WeMoLink
CdAWZ02hyQU8UG4tMi,3074,123,3,4,2,16,0.0,0.000595,0.00206,130.149.17.21,2016-09-09 14:05:54.739898920,2000-01-01 00:01:49.224431992,2016-09-09 14:06:33.530785084,2016-09-09 14:06:33.530802011,0,WeMoLink
CjA7W43vgyZv2ZulJ9,3074,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-09 14:06:46.935494900,0,WeMoLink
CViM4G4i7IPSkKyES4,3075,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-09 14:06:47.095948935,0,WeMoLink
CEZtZfg9YgJrRlcxl,3076,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-09 14:06:47.953130007,0,WeMoLink
CEZtZfg9YgJrRlcxl,3076,123,3,4,2,16,0.0,0.000656,0.001068,130.149.17.21,2016-09-09 14:06:42.739940882,2016-09-09 14:06:47.953130007,2016-09-09 14:06:48.528335094,2016-09-09 14:06:48.528348923,0,WeMoLink
CXPAqUZE1hfjJRBa1,3076,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-09 14:06:48.157540083,0,WeMoLink
Cm7PZj1DdsrP1y8qXb,3077,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-09 14:06:48.176167965,0,WeMoLink
Cm7PZj1DdsrP1y8qXb,3077,123,3,4,2,16,0.0,0.000656,0.001083,130.149.17.21,2016-09-09 14:06:42.739940882,2016-09-09 14:06:48.176167965,2016-09-09 14:06:48.751329899,2016-09-09 14:06:48.751343966,0,WeMoLink
Cm7PZj1DdsrP1y8qXb,3077,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-09 14:06:49.173432112,0,WeMoLink
Cm7PZj1DdsrP1y8qXb,3077,123,3,4,2,16,0.0,0.000656,0.001099,130.149.17.21,2016-09-09 14:06:42.739940882,2016-09-09 14:06:49.173432112,2016-09-09 14:06:49.749125957,2016-09-09 14:06:49.749140978,0,WeMoLink
Csigls2b0ci7NDXw8b,56495,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-09 14:54:33.810770035,0,TP-LinkPlugHS110
Csigls2b0ci7NDXw8b,56495,123,3,4,1,16,0.0,0.0,0.0,ACTS,2016-09-09 14:53:37.190771103,2016-09-09 14:54:33.810770035,2016-09-09 14:54:29.834872961,2016-09-09 14:54:29.834880114,0,TP-LinkPlugHS110
Cm3dwx3ukzG7ddncf,44989,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-13 11:02:09.890472889,0,TP-LinkPlugHS100
Cm3dwx3ukzG7ddncf,44989,123,3,4,2,16,0.0,0.004028,0.019974,89.109.251.23,2016-09-13 10:58:55.374658108,2016-09-13 11:02:09.890472889,2016-09-13 11:02:09.735965967,2016-09-13 11:02:09.735980034,0,TP-LinkPlugHS100
CpTxfu2V1kDnN3czX7,1024,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0,MAXGateway
CpTxfu2V1kDnN3czX7,1024,123,4,4,3,1,1e-06,0.03392,0.020233,46.165.212.205,2016-09-07 15:57:26.848531008,1970-01-01 00:00:00.000000000,2016-09-07 16:02:57.265415907,2016-09-07 16:02:57.265474080,0,MAXGateway
C9UtmrbnJDzRvEcDj,44241,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:01:43.987199000,0,D-LinkWaterSensor
C9UtmrbnJDzRvEcDj,44241,123,3,4,2,32,1e-06,0.090317,0.032623,128.227.205.3,2016-09-06 11:18:21.502576113,1970-01-01 00:01:43.987199000,2016-09-06 11:35:03.920371056,2016-09-06 11:35:03.920403004,0,D-LinkWaterSensor
CKyfn54yjfJmLWFPD1,33948,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-06 11:35:19.696517944,0,D-LinkWaterSensor
CKyfn54yjfJmLWFPD1,33948,123,3,4,2,32,1e-06,0.012695,0.027786,198.30.92.2,2016-09-06 11:23:14.451244116,2016-09-06 11:35:19.696517944,2016-09-06 11:35:19.849807978,2016-09-06 11:35:19.849843979,0,D-LinkWaterSensor
C01tCE43QRdfJMQYn1,52703,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-02-03 00:01:35.645653009,0,D-LinkSwitch
C01tCE43QRdfJMQYn1,52703,123,3,4,2,32,1e-06,0.091171,0.040009,128.227.205.3,2016-09-06 11:53:22.503443003,2016-02-03 00:01:35.645653009,2016-09-06 12:19:01.829240084,2016-09-06 12:19:01.829277992,0,D-LinkSwitch
C2pCoM3qwWWYH7UjO6,33343,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-06 12:19:13.321500063,0,D-LinkSwitch
C2pCoM3qwWWYH7UjO6,33343,123,3,4,2,32,1e-06,0.01265,0.020218,198.30.92.2,2016-09-06 12:15:22.451229095,2016-09-06 12:19:13.321500063,2016-09-06 12:19:13.455948114,2016-09-06 12:19:13.455985069,0,D-LinkSwitch
CkZHJy2inKgtthxTjd,57203,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:01:41.606328000,0,D-LinkSensor
CkZHJy2inKgtthxTjd,57203,123,3,4,2,32,1e-06,0.073471,0.025345,130.207.244.240,2016-04-21 12:56:32.843791008,1970-01-01 00:01:41.606328000,2016-04-21 13:02:48.729609013,2016-04-21 13:02:48.729645014,0,D-LinkSensor
C0gkt02vFzOmYfnV6l,38998,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-04-21 13:03:06.946460962,0,D-LinkSensor
C0gkt02vFzOmYfnV6l,38998,123,3,4,2,32,2e-06,0.009064,0.021057,128.59.0.245,2016-04-21 12:58:39.461833000,2016-04-21 13:03:06.946460962,2016-04-21 13:03:07.116431952,2016-04-21 13:03:07.116468906,0,D-LinkSensor
Ca93zcZjNrEf8lWR2,3072,123,3,3,0,256,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:18.063552976,0,EdimaxPlug1101W
Ca93zcZjNrEf8lWR2,3072,123,3,4,2,256,0.0,0.017303,0.034241,192.53.103.104,2016-09-06 12:47:45.023830891,2000-01-01 00:01:18.063552976,2016-09-06 12:57:35.968754053,2016-09-06 12:57:35.968852043,0,EdimaxPlug1101W
CjeDsg4Mx68gQflOpa,3078,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:23.797001958,0,WeMoInsightSwitch
CjGQdX3YFKbc3MBENi,3079,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:23.912523031,0,WeMoInsightSwitch
CwaM203DKndOqmmQCi,3080,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:23.927518964,0,WeMoInsightSwitch
CjGQdX3YFKbc3MBENi,3079,123,3,4,1,16,1e-06,0.0,0.000366,GPS\x00,2016-04-22 10:13:07.063812017,2000-01-01 00:01:23.912523031,2016-04-22 10:13:16.278714895,2016-04-22 10:13:16.278753042,0,WeMoInsightSwitch
CwaM203DKndOqmmQCi,3080,123,3,4,1,16,4e-06,0.0,0.000992,PTB\x00,2016-04-22 10:13:16.045532942,2000-01-01 00:01:23.927518964,2016-04-22 10:13:16.293160915,2016-04-22 10:13:16.293332100,0,WeMoInsightSwitch
C3ZI0Y30DBioXIdn56,3080,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-04-22 12:13:32.263628006,0,WeMoInsightSwitch
CGTBct4SNlxbBtTPjc,3081,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-04-22 12:13:32.278275967,0,WeMoInsightSwitch
CGTBct4SNlxbBtTPjc,3081,123,3,4,1,16,1e-06,0.0,0.000366,GPS\x00,2016-04-22 10:13:23.063860893,2016-04-22 12:13:32.278275967,2016-04-22 10:13:32.345978022,2016-04-22 10:13:32.346019030,0,WeMoInsightSwitch
CsJP15FfpY1P8P5Fl,3081,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-04-22 12:13:33.349191904,0,WeMoInsightSwitch
CsJP15FfpY1P8P5Fl,3081,123,3,4,1,16,4e-06,0.0,0.000992,PTB\x00,2016-04-22 10:13:32.046118975,2016-04-22 12:13:33.349191904,2016-04-22 10:13:32.370393991,2016-04-22 10:13:32.370584011,0,WeMoInsightSwitch
CLTZ7N2ZbXv6KuZoV1,3083,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-04-22 12:13:44.964436054,0,WeMoInsightSwitch
COSZEi1fsw7fZ9Lm8d,3084,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-04-22 12:13:44.983783960,0,WeMoInsightSwitch
COSZEi1fsw7fZ9Lm8d,3084,123,3,4,1,16,1e-06,0.0,0.000305,GPS\x00,2016-04-22 10:13:39.064434052,2016-04-22 12:13:44.983783960,2016-04-22 10:13:44.007239103,2016-04-22 10:13:44.007280111,0,WeMoInsightSwitch
CSTQ4U3H8MCa5EDue1,3085,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-04-22 12:13:48.165931940,0,WeMoInsightSwitch
CSTQ4U3H8MCa5EDue1,3085,123,3,4,1,16,4e-06,0.0,0.001099,PTB\x00,2016-04-22 10:13:40.045526028,2016-04-22 12:13:48.165931940,2016-04-22 10:13:47.187575102,2016-04-22 10:13:47.187803984,0,WeMoInsightSwitch
CuIidQ3vqU5bjS4YM5,46385,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:01:46.402550000,0,D-LinkSiren
CuIidQ3vqU5bjS4YM5,46385,123,3,4,2,32,1e-06,0.080292,0.020889,130.207.244.240,2016-09-05 17:26:13.492480993,1970-01-01 00:01:46.402550000,2016-09-05 17:26:57.278553009,2016-09-05 17:26:57.278594017,0,D-LinkSiren
CDZNBS2nZ0dMjxSEza,35863,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-09-05 17:27:13.188812017,0,D-LinkSiren
CDZNBS2nZ0dMjxSEza,35863,123,3,4,2,32,1e-06,0.012634,0.030533,198.30.92.2,2016-09-05 17:12:54.451205969,2016-09-05 17:27:13.188812017,2016-09-05 17:27:13.330612898,2016-09-05 17:27:13.330646038,0,D-LinkSiren
ClXDPT6uk57BZuuga,3077,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:11.717715025,0,WeMoSwitch2
CQuM3L3XhwHH08wiu1,3078,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:11.732413054,0,WeMoSwitch2
CSQuL1G3VKF5che2c,3079,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:11.746997952,0,WeMoSwitch2
CQuM3L3XhwHH08wiu1,3078,123,3,4,2,16,0.0,0.000931,0.001297,130.149.103.114,2016-08-18 13:01:22.425029993,2000-01-01 00:01:11.732413054,2016-08-18 13:01:28.564341068,2016-08-18 13:01:28.564356089,0,WeMoSwitch2
CSQuL1G3VKF5che2c,3079,123,3,4,1,16,4e-06,0.0,0.001007,PTB\x00,2016-08-18 13:01:28.045588017,2000-01-01 00:01:11.746997952,2016-08-18 13:01:28.576225996,2016-08-18 13:01:28.576399088,0,WeMoSwitch2
CuhB9b3CdVBz1zNLLa,3079,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-08-18 15:01:52.123775959,0,WeMoSwitch2
Ccajw84D2zHogO4wSi,3080,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-08-18 15:01:52.138618946,0,WeMoSwitch2
Ccajw84D2zHogO4wSi,3080,123,3,4,2,16,0.0,0.000931,0.001648,130.149.103.114,2016-08-18 13:01:22.425029993,2016-08-18 15:01:52.138618946,2016-08-18 13:01:52.168020010,2016-08-18 13:01:52.168035030,0,WeMoSwitch2
Canlkp1IMignAw4DXf,3081,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-08-18 15:01:52.154033899,0,WeMoSwitch2
Canlkp1IMignAw4DXf,3081,123,3,4,1,16,4e-06,0.0,0.001007,PTB\x00,2016-08-18 13:01:52.045667887,2016-08-18 15:01:52.154033899,2016-08-18 13:01:52.183511019,2016-08-18 13:01:52.183681011,0,WeMoSwitch2
C9PysZ2Qohafv0SPt3,3082,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-08-18 15:01:55.584769011,0,WeMoSwitch2
CtjGEF3Z3bsAz3sfTg,3083,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-08-18 15:01:55.599082947,0,WeMoSwitch2
CtjGEF3Z3bsAz3sfTg,3083,123,3,4,2,16,0.0,0.000916,0.00119,130.149.103.114,2016-08-18 13:01:54.391978979,2016-08-18 15:01:55.599082947,2016-08-18 13:02:03.617872000,2016-08-18 13:02:03.617887020,0,WeMoSwitch2
Cm1q7S2r2TcqDEGS7g,3084,123,3,3,0,16,0.015625,1.0,1.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2016-08-18 15:01:55.613874912,0,WeMoSwitch2
