uid,id.orig_p,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,opcode,opcode_name,device
CNVnun3ZxYcy4rkMj,5353,5353,udp,0,-,philips hue - 2476ff._hap._tcp.local,-,-,-,-,0,NOERROR,T,F,F,F,0,TXT 4 c#=2 TXT 4 ff=1 TXT 20 id=00:17:88:24:76:FF TXT 9 md=BSB002 TXT 6 pv=1.0 TXT 4 sf=1 TXT 5 s#=21 TXT 4 ci=2,120.000000,F,0,query,HueSwitch
CNVnun3ZxYcy4rkMj,5353,5353,udp,0,-,philips hue - 2476ff._hap._tcp.local,-,-,-,-,0,NOERROR,T,F,F,F,0,TXT 4 c#=2 TXT 4 ff=1 TXT 20 id=00:17:88:24:76:FF TXT 9 md=BSB002 TXT 6 pv=1.0 TXT 4 sf=1 TXT 5 s#=21 TXT 4 ci=2,120.000000,F,0,query,HueSwitch
CROJp61Caswqgj6rbh,5353,5353,udp,0,0.704015,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,fe80::9873:5eff:fe29:73c0","120.000000,120.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,0.462708,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchgfd4e.local,10.10.10.87,dchgfd4e.local,10.10.10.87,dchg.local,fe80::9873:5eff:fe29:73c0","120.000000,120.000000,120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,0.583548,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,d-link hnap service._dhnap._tcp.local,4500.000000,F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,0.803085,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::9873:5eff:fe29:73c0,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,0.907551,_dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"dchg.local,dchgfd4e.local","120.000000,120.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,0.816115,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"fe80::9873:5eff:fe29:73c0,dchgfd4e.local,dchg.local","120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,0.681984,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,10.10.10.87,120.000000,F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,1.493216,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::9873:5eff:fe29:73c0,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,2.313550,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"dchg.local,fe80::9873:5eff:fe29:73c0,dchgfd4e.local","120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,1.118489,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"fe80::9873:5eff:fe29:73c0,dchgfd4e.local,dchg.local","120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"10.10.10.87,10.10.10.87","120.000000,120.000000",F,0,query,D-LinkHomeHub
Cf8RDCSt8DeTsbKOj,42862,53,udp,2,-,ntp1.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
Ci21Qf2UBVUjQFsfRg,50256,53,udp,2,-,tzinfo.dch.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
C1Xk2zZoYtImNg8A,45119,53,udp,2,-,wrpd.dlink.com,1,C_INTERNET,28,AAAA,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
Cuus0FazgxDirdHId,44210,53,udp,3,-,dualstack.ipv6-1927743757.us-west-2.elb.amazonaws.com,1,C_INTERNET,28,AAAA,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
CG7ltt3ELL3eHqksk2,33920,53,udp,4,-,wrpd.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
CRxR9F4smOACwgDboj,52096,53,udp,2,-,api.dch.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::9873:5eff:fe29:73c0,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
CBK5vb3PWsn0ECbyS4,33364,53,udp,2,-,api.dch.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,0,-,_dhnap._tcp.local,-,-,-,-,0,NOERROR,T,F,F,F,0,"d-link hnap service._dhnap._tcp.local,TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,dchg.local,fe80::9873:5eff:fe29:73c0,10.10.10.87","4500.000000,4500.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CBxV2q46bacNoqc01,5353,5353,udp,0,-,dchg.local,-,-,-,-,0,NOERROR,T,F,F,F,0,"fe80::9873:5eff:fe29:73c0,dchg.local,fe80::9873:5eff:fe29:73c0,dchgfd4e.local,10.10.10.87,dchg.local,10.10.10.87,dchgfd4e.local,d-link hnap service._dhnap._tcp.local,dchg.local,TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,_dhnap._tcp.local","0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,0.707949,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,10.10.10.87,dchgfd4e.local,10.10.10.87,dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local,fe80::c4f4:e5ff:fe65:5960","120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,0.867667,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,d-link hnap service._dhnap._tcp.local,4500.000000,F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,1.129136,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,0.958776,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,10.10.10.87,dchgfd4e.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local","120.000000,120.000000,120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,1.780673,_dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,2.920849,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"dchg.local,10.10.10.87,dchgfd4e.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local","120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,2.837372,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,10.10.10.87,120.000000,F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,3.537168,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,4.868975,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"d-link hnap service._dhnap._tcp.local,TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87","4500.000000,4500.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CE8TiZl6RDNb8c2Fc,59871,53,udp,2,-,ntp1.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
CTPyC4ehGM7sgDS68,52405,53,udp,2,-,wrpd.dlink.com,1,C_INTERNET,28,AAAA,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
C9VUE41oMCGJFWJKud,45494,53,udp,3,-,dualstack.ipv6-1927743757.us-west-2.elb.amazonaws.com,1,C_INTERNET,28,AAAA,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
Ct0Oh54rbQ79leGfa4,46367,53,udp,4,-,wrpd.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,-,-,F,F,F,F,0,-,-,F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,-,-,F,F,F,F,0,-,-,F,0,query,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,-,-,F,F,F,F,0,-,-,F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"_dhnap._tcp.local,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102","0.000000,0.000000,0.000000,120.000000,120.000000,0.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,-,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"fe80::c4f4:e5ff:fe65:5960,dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local,10.10.10.87,dchg.local,10.10.10.87,dchgfd4e.local","0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.452761,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local,fe80::c4f4:e5ff:fe65:5960","120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.201889,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,10.10.10.87","120.000000,120.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchgfd4e.local,10.10.10.87","120.000000,120.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.453480,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.433336,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local","120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.230863,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"dchg.local,dchgfd4e.local","120.000000,120.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,10.10.10.87,120.000000,F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,-,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,-,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"_dhnap._tcp.local,d-link hnap service._dhnap._tcp.local,dchg.local,TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 10 dcs=Sinker TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 14 mydlinkr=false TXT 17 dtype=100;101;102","0.000000,0.000000,0.000000,0.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,-,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"fe80::c4f4:e5ff:fe65:5960,dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local,10.10.10.87,dchg.local,10.10.10.87,dchgfd4e.local","0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.203649,dchg.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,10.10.10.87,dchgfd4e.local,10.10.10.87,dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local,fe80::c4f4:e5ff:fe65:5960","120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.937380,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,0.694566,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"dchg.local,10.10.10.87,dchgfd4e.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local","120.000000,120.000000,120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,1.220254,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,2.142565,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"dchg.local,10.10.10.87,10.10.10.87,dchgfd4e.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,fe80::c4f4:e5ff:fe65:5960,dchgfd4e.local","120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000",F,0,query,D-LinkHomeHub
CsaOKr2COHLhHoPeOl,38628,53,udp,2,-,api.dch.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,0,2.191120,d-link hnap service._dhnap._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"TXT 21 mac=1C:5F:2B:AA:FD:4E TXT 24 wlan0_ssid=DCH-G020-FD4E TXT 21 model_number=DCH-G020 TXT 15 hardware_ver=A2 TXT 13 dcs=Medeleine TXT 12 version=0124 TXT 12 mydlink=true TXT 9 hnf=false TXT 13 mydlinkr=true TXT 17 dtype=100;101;102,d-link hnap service._dhnap._tcp.local,dchg.local,fe80::c4f4:e5ff:fe65:5960,10.10.10.87,_dhnap._tcp.local","4500.000000,4500.000000,120.000000,120.000000,120.000000,4500.000000",F,0,query,D-LinkHomeHub
Cd0ZkDIz8Qz0ogzrj,36500,53,udp,2,-,ntp1.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
CisvQ115XqG6o9tSLa,33772,53,udp,2,-,tzinfo.dch.dlink.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F,0,query,D-LinkHomeHub
