files_ts_nunique,files_fuid_nunique,files_id.orig_h_nunique,files_id.orig_p_nunique,files_id.resp_h_nunique,files_id.resp_p_nunique,files_source_nunique,files_depth_nunique,files_analyzers_nunique,files_mime_type_nunique,files_duration_nunique,files_local_orig_nunique,files_is_orig_nunique,files_seen_bytes_sum,files_seen_bytes_mean,files_total_bytes_sum,files_total_bytes_mean,files_timedout_nunique,files_sub_log_count_sum,http_ts,http_id.orig_p,http_id.resp_p,http_method,http_uri,http_user_agent,http_request_body_len,http_response_body_len,http_status_code,http_status_msg,http_resp_fuids,http_resp_mime_types,conn_ts,conn_id.orig_p,conn_id.resp_p,conn_proto,conn_service,conn_duration,conn_orig_bytes,conn_resp_bytes,conn_conn_state,conn_local_orig,conn_local_resp,conn_history,conn_orig_pkts,conn_orig_ip_bytes,conn_resp_pkts,conn_resp_ip_bytes,conn_ip_proto,dns_ts,dns_id.orig_p,dns_id.resp_p,dns_trans_id,dns_query,dns_qclass,dns_qclass_name,dns_qtype,dns_qtype_name,dns_AA,dns_RD,dns_RA,weird_ts_nunique,weird_id.orig_h_nunique,weird_id.orig_p_nunique,weird_id.resp_h_nunique,weird_id.resp_p_nunique,weird_name_nunique,weird_notice_nunique,weird_peer_nunique,weird_source_nunique,weird_sub_log_count_sum
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672442.240278,41909.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FeH2P93sF0VLojbCS3,text/json,1473672442.233048,41909.0,80.0,tcp,http,0.019374,201.0,885.0,SF,T,T,ShADadfF,6.0,521.0,5.0,1153.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672449.112896,49029.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FITDYMXtLD3TqZrF2,text/json,1473672449.10734,49029.0,80.0,tcp,http,0.012454,201.0,885.0,SF,T,T,ShADadfF,6.0,521.0,5.0,1153.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672449.60209,60585.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FRow063rJQFshUXktb,text/json,1473672449.597437,60585.0,80.0,tcp,http,0.011906,201.0,885.0,SF,T,T,ShADadfF,6.0,521.0,5.0,1153.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672450.107079,49725.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FzI8Dq2mgnnCOWvm1,text/json,1473672450.102124,49725.0,80.0,tcp,http,0.012836,201.0,885.0,SF,T,T,ShADadftF,7.0,585.0,6.0,2073.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672450.613282,57347.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FgjX9q2arzYhla35vk,text/json,1473672450.606869,57347.0,80.0,tcp,http,0.016791,201.0,885.0,SF,T,T,ShADadfF,6.0,521.0,5.0,1153.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672451.108355,47634.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FIW7lF3t1K0BwaPAF4,text/json,1473672451.105096,47634.0,80.0,tcp,http,0.009908,201.0,885.0,SF,T,T,ShADadftF,7.0,585.0,6.0,2073.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672451.601776,60044.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FaDB594app8IQoBQn7,text/json,1473672451.598554,60044.0,80.0,tcp,http,0.008718,201.0,885.0,SF,T,T,ShADadfF,6.0,521.0,5.0,1153.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672452.102199,56302.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,FpdNzx3aWcRqrty434,text/json,1473672452.098854,56302.0,80.0,tcp,http,0.009333,201.0,885.0,SF,T,T,ShADadfF,6.0,521.0,5.0,1153.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,464.0,0.0,0.0,1.0,1.0,1473672452.612998,34903.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,464.0,200.0,OK,Fs3phj4qbEEobkgPSl,text/json,1473672452.606711,34903.0,80.0,tcp,http,0.017811,201.0,885.0,SF,T,T,ShADadfF,6.0,521.0,5.0,1153.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,0.0,0.0,1.0,1.0,1473672453.081661,37841.0,80.0,DELETE,/api/1d7a2f22157658516ebbad4748c9f43/sensors/11,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,35.0,200.0,OK,FZ5MCx01xOIu9PTqd,text/json,1473672453.077933,37841.0,80.0,tcp,http,0.097841,275.0,456.0,SF,T,T,ShADadftF,8.0,711.0,8.0,913.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672453.096795,59533.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FUkA1X3krvBDMeGlue,text/json,1473672453.093148,59533.0,80.0,tcp,http,0.08439,201.0,664.0,SF,T,T,ShADadftF,7.0,585.0,6.0,1631.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0,1.0,1473672453.215887,50071.0,80.0,DELETE,/api/1d7a2f22157658516ebbad4748c9f43/rules/4,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,32.0,200.0,OK,FZE5Ob3XhrheAp3zP8,text/json,1473672453.212849,50071.0,80.0,tcp,http,0.067178,272.0,453.0,SF,T,T,ShADadfF,7.0,644.0,7.0,825.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0,1.0,1473672453.319107,44378.0,80.0,DELETE,/api/1d7a2f22157658516ebbad4748c9f43/rules/1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,32.0,200.0,OK,F9srUm3r0JbnFTMUe2,text/json,1473672453.315689,44378.0,80.0,tcp,http,0.063382,272.0,453.0,SF,T,T,ShADadfF,7.0,644.0,7.0,825.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0,1.0,1473672453.416632,44038.0,80.0,DELETE,/api/1d7a2f22157658516ebbad4748c9f43/rules/2,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,32.0,200.0,OK,F6mXSy4VFrJAMv6GJf,text/json,1473672453.414039,44038.0,80.0,tcp,http,0.062115,272.0,453.0,SF,T,T,ShADadfF,7.0,644.0,7.0,825.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0,1.0,1473672453.520248,58787.0,80.0,DELETE,/api/1d7a2f22157658516ebbad4748c9f43/rules/3,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,32.0,200.0,OK,FBqrPG3urWBC6VBDhj,text/json,1473672453.517437,58787.0,80.0,tcp,http,0.061177,272.0,453.0,SF,T,T,ShADadfF,7.0,644.0,7.0,825.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672453.599006,35192.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,F2nTC91q6JiEs8Gag2,text/json,1473672453.594842,35192.0,80.0,tcp,http,0.011571,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672454.11191,32843.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FvOspPnIJLyLQLXCj,text/json,1473672454.105697,32843.0,80.0,tcp,http,0.014095,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672454.617503,34748.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FIPojCmwe74JR2pbb,text/json,1473672454.610029,34748.0,80.0,tcp,http,0.018498,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672455.113576,43917.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FKXscI3MBEfQ11G5Q8,text/json,1473672455.109521,43917.0,80.0,tcp,http,0.010638,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672455.613152,50611.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,Fsud9h1Nti3X1I5sT5,text/json,1473672455.609353,50611.0,80.0,tcp,http,0.010483,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672456.113613,38039.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FW6QdU24snHCHza6Ei,text/json,1473672456.109197,38039.0,80.0,tcp,http,0.011997,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672456.615595,48131.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FxYRo92xYndqJ3Upw3,text/json,1473672456.610966,48131.0,80.0,tcp,http,0.010942,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672457.116012,39776.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FAMtoB4I2g0Ll4Sos9,text/json,1473672457.10997,39776.0,80.0,tcp,http,0.015219,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672457.608178,47038.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FQJd3ktwJqvBz840l,text/json,1473672457.601477,47038.0,80.0,tcp,http,0.014482,201.0,664.0,SF,T,T,ShADadftF,7.0,585.0,6.0,1631.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2251.0,2251.0,0.0,0.0,1.0,1.0,1473672457.628234,32830.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,2251.0,200.0,OK,Fk5EwP1J0WDw6E2u1e,text/json,1473672457.624508,32830.0,80.0,tcp,http,0.015108,193.0,2672.0,SF,T,T,ShADadfF,9.0,669.0,8.0,3096.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243.0,243.0,0.0,0.0,1.0,1.0,1473672458.113233,34856.0,80.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,243.0,200.0,OK,FvVOMm4QjL2MPK5Stk,text/json,1473672458.109339,34856.0,80.0,tcp,http,0.010703,201.0,664.0,SF,T,T,ShADadfF,6.0,521.0,5.0,932.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,54.0,0.0,0.0,1.0,1.0,1473672463.76483,46739.0,80.0,POST,/api/1d7a2f22157658516ebbad4748c9f43/sensors/,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),0.0,54.0,200.0,OK,F9Hxza2GPuw6okXJu6,text/json,1473672463.759493,46739.0,80.0,tcp,http,0.018202,271.0,475.0,SF,T,T,ShADadfF,5.0,539.0,5.0,743.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
